"Date","Price","Open","High","Low","Vol.","Change %"
"23-04-2025","1,216.70","1,209.65","1,220.95","1,200.00","1.17M","1.08%"
"22-04-2025","1,203.65","1,202.50","1,210.00","1,195.00","975.91K","0.33%"
"21-04-2025","1,199.70","1,200.50","1,210.50","1,195.25","953.13K","-0.71%"
"17-04-2025","1,208.30","1,186.00","1,211.60","1,179.30","1.82M","1.40%"
"16-04-2025","1,191.65","1,173.50","1,195.05","1,173.50","1.35M","0.65%"
"15-04-2025","1,183.95","1,190.70","1,190.70","1,172.80","1.56M","0.28%"
"11-04-2025","1,180.70","1,172.85","1,186.00","1,161.03","2.24M","0.71%"
"09-04-2025","1,172.43","1,141.60","1,181.30","1,136.10","3.71M","3.05%"
"08-04-2025","1,137.70","1,127.50","1,141.47","1,115.63","1.75M","1.17%"
"07-04-2025","1,124.50","1,080.00","1,128.68","1,080.00","1.47M","-0.58%"
"04-04-2025","1,131.07","1,117.00","1,141.40","1,108.63","1.18M","0.73%"
"03-04-2025","1,122.82","1,099.03","1,124.53","1,097.50","635.72K","1.58%"
"02-04-2025","1,105.35","1,115.00","1,115.00","1,074.00","2.60M","-1.04%"
"01-04-2025","1,117.00","1,130.95","1,143.93","1,109.05","2.04M","-0.74%"
"28-03-2025","1,125.38","1,121.53","1,143.97","1,121.53","1.43M","0.39%"
"27-03-2025","1,121.03","1,120.10","1,134.00","1,112.63","1.73M","-0.06%"
"26-03-2025","1,121.72","1,127.45","1,134.93","1,120.05","1.07M","-0.51%"
"25-03-2025","1,127.43","1,130.00","1,140.00","1,115.10","1.48M","-0.38%"
"24-03-2025","1,131.78","1,136.55","1,144.30","1,130.03","861.90K","-0.23%"
"21-03-2025","1,134.43","1,120.45","1,137.50","1,115.97","1.59M","2.13%"
"20-03-2025","1,110.78","1,102.00","1,114.38","1,090.57","953.75K","1.72%"
"19-03-2025","1,092.00","1,103.25","1,106.70","1,090.07","845.09K","-0.82%"
"18-03-2025","1,101.03","1,089.00","1,103.05","1,085.00","847.55K","1.27%"
"17-03-2025","1,087.18","1,087.78","1,101.68","1,078.00","820.01K","-0.80%"
"13-03-2025","1,095.97","1,101.05","1,105.88","1,092.05","584.34K","-0.16%"
"12-03-2025","1,097.75","1,124.50","1,127.05","1,095.82","717.18K","-2.48%"
"11-03-2025","1,125.70","1,120.40","1,136.22","1,116.88","957.11K","0.13%"
"10-03-2025","1,124.20","1,119.60","1,137.00","1,077.55","1.01M","0.44%"
"07-03-2025","1,119.22","1,100.50","1,123.00","1,095.63","1.05M","1.69%"
"06-03-2025","1,100.60","1,093.50","1,108.20","1,085.15","2.51M","0.19%"
"05-03-2025","1,098.50","1,055.00","1,104.68","1,055.00","1.69M","2.35%"
"04-03-2025","1,073.25","1,080.00","1,082.05","1,059.00","2.09M","-1.79%"
"03-03-2025","1,092.78","1,094.13","1,100.00","1,075.40","1.04M","-0.19%"
"28-02-2025","1,094.82","1,130.50","1,135.00","1,092.50","3.69M","-3.89%"
"27-02-2025","1,139.10","1,130.10","1,140.90","1,125.00","1.50M","1.24%"
"25-02-2025","1,125.20","1,111.22","1,128.20","1,106.93","1.29M","1.35%"
