"Date","Price","Open","High","Low","Vol.","Change %"
"04-12-2024","4,521.35","4,605.85","4,627.00","4,490.00","2.42M","0.06%"
"03-12-2024","4,518.85","4,520.00","4,545.00","4,481.40","1.09M","0.31%"
"02-12-2024","4,504.75","4,475.00","4,526.45","4,444.00","1.07M","0.62%"
"29-11-2024","4,476.85","4,459.00","4,499.00","4,420.70","967.79K","0.22%"
"28-11-2024","4,466.85","4,500.00","4,529.50","4,451.25","1.45M","-0.17%"
"27-11-2024","4,474.65","4,376.00","4,488.70","4,355.00","2.14M","2.52%"
"26-11-2024","4,364.55","4,309.80","4,408.35","4,301.05","1.97M","1.74%"
"25-11-2024","4,289.95","4,280.00","4,319.10","4,231.25","2.25M","4.34%"
"22-11-2024","4,111.35","3,992.00","4,127.10","3,988.10","1.40M","3.21%"
"21-11-2024","3,983.45","4,072.45","4,079.80","3,931.05","2.06M","-1.82%"
"19-11-2024","4,057.15","4,100.00","4,148.70","4,040.00","1.43M","-0.51%"
"18-11-2024","4,077.85","4,189.95","4,248.00","4,060.05","1.94M","-0.23%"
"14-11-2024","4,087.05","4,080.00","4,185.00","3,920.35","3.88M","0.50%"
"13-11-2024","4,066.90","4,220.00","4,220.00","4,045.55","2.08M","-4.16%"
"12-11-2024","4,243.50","4,455.00","4,469.00","4,221.00","1.37M","-4.51%"
"11-11-2024","4,443.70","4,383.95","4,489.90","4,347.20","1.15M","0.98%"
"08-11-2024","4,400.60","4,435.55","4,476.85","4,380.00","1.07M","-0.75%"
"07-11-2024","4,433.80","4,404.00","4,454.00","4,381.10","1.19M","0.99%"
"06-11-2024","4,390.15","4,276.00","4,420.00","4,270.05","1.23M","3.01%"
"05-11-2024","4,261.95","4,200.00","4,280.00","4,130.00","1.22M","1.28%"
"04-11-2024","4,208.25","4,287.95","4,287.95","4,196.00","1.01M","-1.86%"
"01-11-2024","4,288.00","4,269.80","4,295.55","4,257.05","170.15K","0.97%"
"31-10-2024","4,246.70","4,236.00","4,270.20","4,195.55","1.14M","0.25%"
"30-10-2024","4,236.30","4,264.95","4,334.00","4,225.00","1.53M","-0.89%"
"29-10-2024","4,274.50","4,150.00","4,285.00","4,115.20","1.52M","3.03%"
"28-10-2024","4,148.75","4,200.00","4,218.90","4,098.20","1.21M","-0.40%"
"25-10-2024","4,165.60","4,200.00","4,218.90","4,075.20","1.52M","-0.75%"
"24-10-2024","4,197.15","4,234.25","4,284.45","4,185.05","956.25K","-0.86%"
"23-10-2024","4,233.75","4,282.00","4,305.55","4,191.45","1.62M","-1.58%"
"22-10-2024","4,301.70","4,499.95","4,507.75","4,290.45","1.54M","-4.71%"
"21-10-2024","4,514.45","4,534.80","4,586.80","4,490.00","1.10M","-0.23%"
"18-10-2024","4,524.70","4,493.60","4,559.00","4,423.25","1.37M","0.13%"
"17-10-2024","4,518.60","4,671.00","4,671.00","4,505.25","1.35M","-2.96%"
"16-10-2024","4,656.25","4,619.00","4,676.60","4,600.00","2.40M","1.77%"
"15-10-2024","4,575.40","4,524.00","4,597.90","4,498.45","1.76M","1.51%"
"14-10-2024","4,507.55","4,518.30","4,544.80","4,488.45","1.48M","1.38%"
"11-10-2024","4,446.15","4,486.00","4,515.00","4,431.35","860.51K","-0.81%"
"10-10-2024","4,482.25","4,398.00","4,538.00","4,365.05","2.29M","2.18%"
"09-10-2024","4,386.55","4,386.00","4,447.85","4,368.00","1.36M","0.42%"
"08-10-2024","4,368.30","4,160.00","4,389.80","4,145.00","2.01M","4.86%"
"07-10-2024","4,165.90","4,256.65","4,318.65","4,120.35","1.66M","-2.13%"
"04-10-2024","4,256.65","4,260.00","4,334.35","4,200.00","1.37M","-0.25%"
"03-10-2024","4,267.45","4,344.95","4,428.90","4,254.00","1.63M","-3.58%"
